profile,run_role,material,source_id,source_mode,mono_energy_keV,thickness_mm,random_seed,expected_events,config_path,output_prefix,output_dir
full,material,Dolomite,mono_100kev,mono,100.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_5mm_seed101.txt,ms_full_dolomite_mono_100kev_5mm_seed101,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_5mm_seed202.txt,ms_full_dolomite_mono_100kev_5mm_seed202,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_5mm_seed303.txt,ms_full_dolomite_mono_100kev_5mm_seed303,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_5mm_seed101.txt,ms_full_dolomite_spectrum_120kv_5mm_seed101,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_5mm_seed202.txt,ms_full_dolomite_spectrum_120kv_5mm_seed202,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_5mm_seed303.txt,ms_full_dolomite_spectrum_120kv_5mm_seed303,material_sorting_runs/full
full,material,Dolomite,mono_60kev,mono,60.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_10mm_seed101.txt,ms_full_dolomite_mono_60kev_10mm_seed101,material_sorting_runs/full
full,material,Dolomite,mono_60kev,mono,60.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_10mm_seed202.txt,ms_full_dolomite_mono_60kev_10mm_seed202,material_sorting_runs/full
full,material,Dolomite,mono_60kev,mono,60.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_10mm_seed303.txt,ms_full_dolomite_mono_60kev_10mm_seed303,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_10mm_seed101.txt,ms_full_dolomite_mono_100kev_10mm_seed101,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_10mm_seed202.txt,ms_full_dolomite_mono_100kev_10mm_seed202,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_10mm_seed303.txt,ms_full_dolomite_mono_100kev_10mm_seed303,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_10mm_seed101.txt,ms_full_dolomite_spectrum_120kv_10mm_seed101,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_10mm_seed202.txt,ms_full_dolomite_spectrum_120kv_10mm_seed202,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_10mm_seed303.txt,ms_full_dolomite_spectrum_120kv_10mm_seed303,material_sorting_runs/full
full,material,Dolomite,mono_60kev,mono,60.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_20mm_seed101.txt,ms_full_dolomite_mono_60kev_20mm_seed101,material_sorting_runs/full
full,material,Dolomite,mono_60kev,mono,60.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_20mm_seed202.txt,ms_full_dolomite_mono_60kev_20mm_seed202,material_sorting_runs/full
full,material,Dolomite,mono_60kev,mono,60.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_20mm_seed303.txt,ms_full_dolomite_mono_60kev_20mm_seed303,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_20mm_seed101.txt,ms_full_dolomite_mono_100kev_20mm_seed101,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_20mm_seed202.txt,ms_full_dolomite_mono_100kev_20mm_seed202,material_sorting_runs/full
full,material,Dolomite,mono_100kev,mono,100.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_20mm_seed303.txt,ms_full_dolomite_mono_100kev_20mm_seed303,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_20mm_seed101.txt,ms_full_dolomite_spectrum_120kv_20mm_seed101,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_20mm_seed202.txt,ms_full_dolomite_spectrum_120kv_20mm_seed202,material_sorting_runs/full
full,material,Dolomite,spectrum_120kv,spectrum,80.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_20mm_seed303.txt,ms_full_dolomite_spectrum_120kv_20mm_seed303,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_5mm_seed101.txt,ms_full_pyrite_mono_60kev_5mm_seed101,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_5mm_seed202.txt,ms_full_pyrite_mono_60kev_5mm_seed202,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_5mm_seed303.txt,ms_full_pyrite_mono_60kev_5mm_seed303,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_5mm_seed101.txt,ms_full_pyrite_mono_100kev_5mm_seed101,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_5mm_seed202.txt,ms_full_pyrite_mono_100kev_5mm_seed202,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_5mm_seed303.txt,ms_full_pyrite_mono_100kev_5mm_seed303,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_5mm_seed101.txt,ms_full_pyrite_spectrum_120kv_5mm_seed101,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_5mm_seed202.txt,ms_full_pyrite_spectrum_120kv_5mm_seed202,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_5mm_seed303.txt,ms_full_pyrite_spectrum_120kv_5mm_seed303,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_10mm_seed101.txt,ms_full_pyrite_mono_60kev_10mm_seed101,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_10mm_seed202.txt,ms_full_pyrite_mono_60kev_10mm_seed202,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_10mm_seed303.txt,ms_full_pyrite_mono_60kev_10mm_seed303,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_10mm_seed101.txt,ms_full_pyrite_mono_100kev_10mm_seed101,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_10mm_seed202.txt,ms_full_pyrite_mono_100kev_10mm_seed202,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_10mm_seed303.txt,ms_full_pyrite_mono_100kev_10mm_seed303,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_10mm_seed101.txt,ms_full_pyrite_spectrum_120kv_10mm_seed101,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_10mm_seed202.txt,ms_full_pyrite_spectrum_120kv_10mm_seed202,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_10mm_seed303.txt,ms_full_pyrite_spectrum_120kv_10mm_seed303,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_20mm_seed101.txt,ms_full_pyrite_mono_60kev_20mm_seed101,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_20mm_seed202.txt,ms_full_pyrite_mono_60kev_20mm_seed202,material_sorting_runs/full
full,material,Pyrite,mono_60kev,mono,60.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_60kev_20mm_seed303.txt,ms_full_pyrite_mono_60kev_20mm_seed303,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_20mm_seed101.txt,ms_full_pyrite_mono_100kev_20mm_seed101,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_20mm_seed202.txt,ms_full_pyrite_mono_100kev_20mm_seed202,material_sorting_runs/full
full,material,Pyrite,mono_100kev,mono,100.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_mono_100kev_20mm_seed303.txt,ms_full_pyrite_mono_100kev_20mm_seed303,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_20mm_seed101.txt,ms_full_pyrite_spectrum_120kv_20mm_seed101,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_20mm_seed202.txt,ms_full_pyrite_spectrum_120kv_20mm_seed202,material_sorting_runs/full
full,material,Pyrite,spectrum_120kv,spectrum,80.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_pyrite_spectrum_120kv_20mm_seed303.txt,ms_full_pyrite_spectrum_120kv_20mm_seed303,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_5mm_seed101.txt,ms_full_hematite_mono_60kev_5mm_seed101,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_5mm_seed202.txt,ms_full_hematite_mono_60kev_5mm_seed202,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_5mm_seed303.txt,ms_full_hematite_mono_60kev_5mm_seed303,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_5mm_seed101.txt,ms_full_hematite_mono_100kev_5mm_seed101,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_5mm_seed202.txt,ms_full_hematite_mono_100kev_5mm_seed202,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_5mm_seed303.txt,ms_full_hematite_mono_100kev_5mm_seed303,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_5mm_seed101.txt,ms_full_hematite_spectrum_120kv_5mm_seed101,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_5mm_seed202.txt,ms_full_hematite_spectrum_120kv_5mm_seed202,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_5mm_seed303.txt,ms_full_hematite_spectrum_120kv_5mm_seed303,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_10mm_seed101.txt,ms_full_hematite_mono_60kev_10mm_seed101,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_10mm_seed202.txt,ms_full_hematite_mono_60kev_10mm_seed202,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_10mm_seed303.txt,ms_full_hematite_mono_60kev_10mm_seed303,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_10mm_seed101.txt,ms_full_hematite_mono_100kev_10mm_seed101,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_10mm_seed202.txt,ms_full_hematite_mono_100kev_10mm_seed202,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_10mm_seed303.txt,ms_full_hematite_mono_100kev_10mm_seed303,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_10mm_seed101.txt,ms_full_hematite_spectrum_120kv_10mm_seed101,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_10mm_seed202.txt,ms_full_hematite_spectrum_120kv_10mm_seed202,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_10mm_seed303.txt,ms_full_hematite_spectrum_120kv_10mm_seed303,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_20mm_seed101.txt,ms_full_hematite_mono_60kev_20mm_seed101,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_20mm_seed202.txt,ms_full_hematite_mono_60kev_20mm_seed202,material_sorting_runs/full
full,material,Hematite,mono_60kev,mono,60.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_60kev_20mm_seed303.txt,ms_full_hematite_mono_60kev_20mm_seed303,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_20mm_seed101.txt,ms_full_hematite_mono_100kev_20mm_seed101,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_20mm_seed202.txt,ms_full_hematite_mono_100kev_20mm_seed202,material_sorting_runs/full
full,material,Hematite,mono_100kev,mono,100.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_mono_100kev_20mm_seed303.txt,ms_full_hematite_mono_100kev_20mm_seed303,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_20mm_seed101.txt,ms_full_hematite_spectrum_120kv_20mm_seed101,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_20mm_seed202.txt,ms_full_hematite_spectrum_120kv_20mm_seed202,material_sorting_runs/full
full,material,Hematite,spectrum_120kv,spectrum,80.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_hematite_spectrum_120kv_20mm_seed303.txt,ms_full_hematite_spectrum_120kv_20mm_seed303,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_5mm_seed101.txt,ms_full_magnetite_mono_60kev_5mm_seed101,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_5mm_seed202.txt,ms_full_magnetite_mono_60kev_5mm_seed202,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_5mm_seed303.txt,ms_full_magnetite_mono_60kev_5mm_seed303,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_5mm_seed101.txt,ms_full_magnetite_mono_100kev_5mm_seed101,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_5mm_seed202.txt,ms_full_magnetite_mono_100kev_5mm_seed202,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_5mm_seed303.txt,ms_full_magnetite_mono_100kev_5mm_seed303,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_5mm_seed101.txt,ms_full_magnetite_spectrum_120kv_5mm_seed101,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_5mm_seed202.txt,ms_full_magnetite_spectrum_120kv_5mm_seed202,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_5mm_seed303.txt,ms_full_magnetite_spectrum_120kv_5mm_seed303,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_10mm_seed101.txt,ms_full_magnetite_mono_60kev_10mm_seed101,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_10mm_seed202.txt,ms_full_magnetite_mono_60kev_10mm_seed202,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_10mm_seed303.txt,ms_full_magnetite_mono_60kev_10mm_seed303,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_10mm_seed101.txt,ms_full_magnetite_mono_100kev_10mm_seed101,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_10mm_seed202.txt,ms_full_magnetite_mono_100kev_10mm_seed202,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_10mm_seed303.txt,ms_full_magnetite_mono_100kev_10mm_seed303,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_10mm_seed101.txt,ms_full_magnetite_spectrum_120kv_10mm_seed101,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_10mm_seed202.txt,ms_full_magnetite_spectrum_120kv_10mm_seed202,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_10mm_seed303.txt,ms_full_magnetite_spectrum_120kv_10mm_seed303,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_20mm_seed101.txt,ms_full_magnetite_mono_60kev_20mm_seed101,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_20mm_seed202.txt,ms_full_magnetite_mono_60kev_20mm_seed202,material_sorting_runs/full
full,material,Magnetite,mono_60kev,mono,60.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_60kev_20mm_seed303.txt,ms_full_magnetite_mono_60kev_20mm_seed303,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_20mm_seed101.txt,ms_full_magnetite_mono_100kev_20mm_seed101,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_20mm_seed202.txt,ms_full_magnetite_mono_100kev_20mm_seed202,material_sorting_runs/full
full,material,Magnetite,mono_100kev,mono,100.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_mono_100kev_20mm_seed303.txt,ms_full_magnetite_mono_100kev_20mm_seed303,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,20.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_20mm_seed101.txt,ms_full_magnetite_spectrum_120kv_20mm_seed101,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,20.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_20mm_seed202.txt,ms_full_magnetite_spectrum_120kv_20mm_seed202,material_sorting_runs/full
full,material,Magnetite,spectrum_120kv,spectrum,80.0,20.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_magnetite_spectrum_120kv_20mm_seed303.txt,ms_full_magnetite_spectrum_120kv_20mm_seed303,material_sorting_runs/full
full,material,Chalcopyrite,mono_60kev,mono,60.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_60kev_5mm_seed101.txt,ms_full_chalcopyrite_mono_60kev_5mm_seed101,material_sorting_runs/full
full,material,Chalcopyrite,mono_60kev,mono,60.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_60kev_5mm_seed202.txt,ms_full_chalcopyrite_mono_60kev_5mm_seed202,material_sorting_runs/full
full,material,Chalcopyrite,mono_60kev,mono,60.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_60kev_5mm_seed303.txt,ms_full_chalcopyrite_mono_60kev_5mm_seed303,material_sorting_runs/full
full,material,Chalcopyrite,mono_100kev,mono,100.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_100kev_5mm_seed101.txt,ms_full_chalcopyrite_mono_100kev_5mm_seed101,material_sorting_runs/full
full,material,Chalcopyrite,mono_100kev,mono,100.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_100kev_5mm_seed202.txt,ms_full_chalcopyrite_mono_100kev_5mm_seed202,material_sorting_runs/full
full,material,Chalcopyrite,mono_100kev,mono,100.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_100kev_5mm_seed303.txt,ms_full_chalcopyrite_mono_100kev_5mm_seed303,material_sorting_runs/full
full,material,Chalcopyrite,spectrum_120kv,spectrum,80.0,5.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_spectrum_120kv_5mm_seed101.txt,ms_full_chalcopyrite_spectrum_120kv_5mm_seed101,material_sorting_runs/full
full,material,Chalcopyrite,spectrum_120kv,spectrum,80.0,5.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_spectrum_120kv_5mm_seed202.txt,ms_full_chalcopyrite_spectrum_120kv_5mm_seed202,material_sorting_runs/full
full,material,Chalcopyrite,spectrum_120kv,spectrum,80.0,5.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_spectrum_120kv_5mm_seed303.txt,ms_full_chalcopyrite_spectrum_120kv_5mm_seed303,material_sorting_runs/full
full,material,Chalcopyrite,mono_60kev,mono,60.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_60kev_10mm_seed101.txt,ms_full_chalcopyrite_mono_60kev_10mm_seed101,material_sorting_runs/full
full,material,Chalcopyrite,mono_60kev,mono,60.0,10.0,202,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_60kev_10mm_seed202.txt,ms_full_chalcopyrite_mono_60kev_10mm_seed202,material_sorting_runs/full
full,material,Chalcopyrite,mono_60kev,mono,60.0,10.0,303,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_60kev_10mm_seed303.txt,ms_full_chalcopyrite_mono_60kev_10mm_seed303,material_sorting_runs/full
full,material,Chalcopyrite,mono_100kev,mono,100.0,10.0,101,10000,source_models/config/material_sorting_matrix/full/ms_full_chalcopyrite_mono_100kev_10mm_seed101.txt,ms_full_chalcopyrite_mono_100kev_10mm_seed101,material_sorting_runs/full
